Branch diff inventory against origin/main...HEAD
Generated: 2026-02-24 10:33:30 +02:00

Status | Path | Rationale
Added | src/nbms_app/management/commands/ingest_spatial_layer.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/issue_e2e_sessions.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/list_demo_users.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/predeploy_check.py | Security, environment, and observability hardening configuration.
Modified | src/nbms_app/management/commands/reference_catalog_export.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/management/commands/reference_catalog_import.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/refresh_registry_marts.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/run_monitoring_programmes.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/run_programme.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/management/commands/seed_binary_indicator_questions.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_birdie_integration.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_demo_reports.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_demo_spatial.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_demo_users.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_gbf_indicators.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_geoserver_layers.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_get_reference.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_ias_demo.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_indicator_workflow_v1.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_mea_template_packs.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_programme_ops_v1.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_programme_templates.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_registry_demo.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_registry_workflow_rules.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_report_products.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/management/commands/seed_reporting_defaults.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_spatial_demo_layers.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_taxon_demo.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/seed_vegmap_demo.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/sync_griis_za.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/sync_spatial_sources.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/sync_specimen_vouchers.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/sync_taxon_backbone.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/sync_vegmap_baseline.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/management/commands/verify_geoserver_smoke.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/middleware.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/middleware_request_id.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/middleware_request_logging.py | Security, environment, and observability hardening configuration.
Added | src/nbms_app/middleware_security.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0029_indicator_coverage_geography_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0030_alter_indicator_reporting_capability.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0031_reporttemplatepack_reporttemplatepacksection_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0032_monitoringprogramme_data_quality_rules_json_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0033_indicatormethodprofile_indicatormethodrun_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0034_birdiesite_birdiespecies_integrationdataasset_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0035_spatialunit_spatialunittype_dataset_dataset_code_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0036_spatiallayer_geoserver_layer_name_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0037_indicatordatapoint_programme_run_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0038_alientaxonprofile_ecosystemtype_iucngetnode_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0039_ecosystemgoldsummary_iasgoldsummary_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0040_reportingcycle_allowed_languages_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/migrations/0041_reportcontext_reportnarrativeblock_and_more.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/models.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/role_visibility.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/roles.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/section_help.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/services/alignment_bulk.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/services/authorization.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/capabilities.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/services/catalog_access.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/export_contracts.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/indicator_method_sdk.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/nr7_builder.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/policy_registry.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/programme_ops.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/services/readiness.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/registry_catalog.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/registry_marts.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/registry_workflows.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/report_products.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/reporting_collab.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/reporting_dossier.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/reporting_exports.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/reporting_narratives.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/reporting_workflow.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/request_id.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/services/snapshots.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/spatial_access.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/spatial_ingest.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/spatial_sources.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/template_pack_registry.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/services/template_packs.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/spatial_fields.py | Backend/domain/reporting updates included in branch history and retained.
Added | src/nbms_app/tests/conftest.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/fixtures/exports/ort_indicator_tabular_submission_minimal.json | Automated verification coverage for platform capabilities and controls.
Modified | src/nbms_app/tests/fixtures/exports/ort_nr7_v2_expected.json | Automated verification coverage for platform capabilities and controls.
Modified | src/nbms_app/tests/golden/ort_nr7_v2_minimal.json | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_birdie_integration.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_indicator_explorer.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_indicator_methods.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_nr7_builder.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_programme_ops.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_registries.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_report_products.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_spa_auth.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_spatial.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_spatial_ogc.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_system_health.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_api_template_packs.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_audit_transition_coverage.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_demo_user_commands.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_export_contracts.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_health_checks.py | Automated verification coverage for platform capabilities and controls.
